time_s,raw_roll_deg,raw_pitch_deg
91.42000,6.50137,4.56758
91.43000,6.06222,4.63924
91.44000,6.32101,4.75021
91.45000,6.14865,4.83710
91.46000,6.18056,4.67162
91.47000,6.29846,4.78642
91.48000,6.45529,4.84584
91.49000,6.25521,4.78682
91.50000,6.62711,4.75595
91.51000,6.65678,4.82038
91.52000,6.55001,4.45615
91.53000,6.44653,4.88316
91.54000,6.46482,4.48218
91.55000,6.75969,4.56283
91.56000,6.73639,4.58179
91.57000,6.52635,4.33801
91.58000,6.86444,4.16580
91.59000,6.40967,4.34702
91.60000,6.82934,4.42902
91.61000,6.39924,4.59401
91.62000,6.86057,3.93656
91.63000,6.73228,3.94194
91.64000,6.68270,4.33430
91.65000,6.71826,4.08029
91.66000,6.99720,3.99177
91.67000,7.34780,3.77795
91.68000,7.07587,3.85515
91.69000,6.95963,3.96085
91.70000,7.19834,4.14560
91.71000,7.16958,3.82789
91.72000,7.03210,3.53914
91.73000,7.09102,3.64874
91.74000,6.83129,3.67489
91.75000,7.22554,3.59091
91.76000,7.16859,3.62830
91.77000,7.00007,3.86730
91.78000,7.10375,3.36753
91.79000,7.21451,3.02872
91.80000,7.35019,3.43374
91.81000,7.41414,3.30745
91.82000,7.19945,3.47044
91.83000,7.15336,3.25014
91.84000,7.20063,3.00007
91.85000,7.34713,2.81917
91.86000,7.30112,3.38577
91.87000,7.24106,3.29481
91.88000,7.50467,3.04981
91.89000,7.44208,3.01076
91.90000,7.52426,3.09179
91.91000,7.27555,2.93614
91.92000,7.16674,2.48487
91.93000,7.48565,2.57677
91.94000,7.23556,2.53396
91.95000,7.49575,2.49038
91.96000,7.50865,2.71982
91.97000,7.42023,2.71436
91.98000,7.92249,2.71365
91.99000,7.55514,2.59045
92.00000,7.47082,2.54435
92.01000,8.10443,2.38663
92.02000,7.25144,2.38938
92.03000,7.41916,2.39776
92.04000,7.57971,2.08304
92.05000,7.56096,2.28336
92.06000,7.56788,2.32690
92.07000,7.66488,2.11083
92.08000,7.65283,1.94952
92.09000,7.90728,2.02989
92.10000,8.10201,1.79532
92.11000,7.66158,2.15527
92.12000,7.70291,1.65195
92.13000,7.81149,1.51591
92.14000,7.77884,1.71332
92.15000,7.80849,1.59753
92.16000,7.80223,1.78231
92.17000,7.76444,1.39393
92.18000,7.88131,1.55591
92.19000,7.73874,1.13069
92.20000,7.64367,1.50134
92.21000,7.85893,1.40635
92.22000,8.02248,1.32467
92.23000,7.95453,1.40752
92.24000,7.74268,1.50525
92.25000,7.55972,1.17092
92.26000,7.87190,1.22365
92.27000,7.91048,0.85615
92.28000,7.83405,1.13995
92.29000,8.10064,1.12633
92.30000,7.83070,1.03569
92.31000,7.89803,1.11931
92.32000,7.96151,1.04742
92.33000,7.93932,1.15586
92.34000,7.82345,0.63033
92.35000,8.03890,0.90214
92.36000,7.97114,0.77703
92.37000,7.87703,0.54289
92.38000,7.75768,0.43062
92.39000,7.87242,0.33462
92.40000,8.38560,0.69483
92.41000,7.95909,0.31795
92.42000,7.61906,0.38642
92.43000,7.65182,0.67209
92.44000,8.41750,0.22796
92.45000,7.72601,0.40493
92.46000,8.11034,0.16805
92.47000,7.85214,0.14354
92.48000,8.08860,0.08699
92.49000,8.00306,0.19208
92.50000,8.20498,0.13539
92.51000,7.96856,-0.04633
92.52000,7.86713,-0.19419
92.53000,7.86904,-0.22892
92.54000,8.18030,-0.01019
92.55000,7.81514,0.06147
92.56000,8.35025,-0.33041
92.57000,8.05776,-0.08168
92.58000,8.08544,-0.39604
92.59000,7.82145,-0.41964
92.60000,8.19055,-0.63620
92.61000,8.13628,-0.35563
92.62000,7.78017,-0.58168
92.63000,7.96179,-0.72905
92.64000,8.00042,-0.37328
92.65000,8.09278,-0.96641
92.66000,7.80006,-0.72574
92.67000,8.22104,-0.60529
92.68000,8.29607,-0.88374
92.69000,8.04839,-1.12729
92.70000,7.85043,-1.27015
92.71000,7.80845,-1.04599
92.72000,8.06102,-1.00846
92.73000,7.76626,-0.72916
92.74000,8.18882,-1.31752
92.75000,7.76427,-1.25372
92.76000,8.32022,-1.51078
92.77000,7.76930,-1.47837
92.78000,8.13273,-1.36408
92.79000,8.08838,-1.27688
92.80000,7.81428,-1.38714
92.81000,7.79549,-1.64213
92.82000,7.74346,-1.51649
92.83000,7.86660,-1.62315
92.84000,7.76061,-1.15244
92.85000,7.71662,-1.83441
92.86000,8.03911,-2.25059
92.87000,7.67272,-2.15588
92.88000,7.81405,-1.99053
92.89000,7.95094,-1.93239
92.90000,7.82466,-1.78835
92.91000,7.90676,-2.22234
92.92000,7.61861,-1.95903
92.93000,7.74093,-2.33533
92.94000,7.37790,-2.36374
92.95000,7.61155,-2.51116
92.96000,7.74265,-1.74809
92.97000,7.58539,-2.58199
92.98000,7.49058,-2.26318
92.99000,7.57385,-2.56626
93.00000,7.75653,-2.31491
93.01000,7.23693,-2.39688
93.02000,7.84498,-2.43266
93.03000,7.82428,-2.93968
93.04000,7.47716,-2.58071
93.05000,7.27014,-2.28605
93.06000,7.53499,-2.49479
93.07000,7.46605,-2.46552
93.08000,7.55850,-2.89773
93.09000,7.24566,-3.04912
93.10000,7.18028,-3.29744
93.11000,7.21693,-3.04989
93.12000,7.26233,-3.39321
93.13000,7.60355,-3.34629
93.14000,7.39767,-3.17942
93.15000,7.21517,-3.35753
93.16000,7.38047,-3.26802
93.17000,7.16094,-3.30009
93.18000,7.19413,-2.97589
93.19000,7.34564,-3.47830
93.20000,7.26863,-3.21179
93.21000,7.13623,-3.54621
93.22000,7.04685,-3.63158
93.23000,7.11904,-3.01799
93.24000,7.23387,-3.55668
93.25000,6.88825,-3.62689
93.26000,7.09838,-3.61223
93.27000,7.11926,-4.02738
93.28000,7.14282,-3.70391
93.29000,7.28176,-3.69651
93.30000,7.29330,-3.78041
93.31000,7.07829,-4.09137
93.32000,6.72380,-4.00469
93.33000,6.96555,-3.92483
93.34000,6.96567,-4.18289
93.35000,6.91175,-4.16889
93.36000,6.77871,-4.29567
93.37000,6.75360,-3.84967
93.38000,6.82964,-4.36577
93.39000,6.70404,-4.16519
93.40000,6.93775,-4.32021
93.41000,6.64301,-4.45619
93.42000,6.84517,-4.29996
93.43000,6.76349,-4.48368
93.44000,6.61646,-4.83218
93.45000,6.66420,-4.59441
93.46000,6.54901,-4.47237
93.47000,6.50953,-4.67260
93.48000,6.81859,-4.67396
93.49000,6.47041,-4.58196
93.50000,6.24174,-4.58746
93.51000,6.69774,-4.74361
93.52000,6.38133,-4.84035
93.53000,6.19600,-4.80737
93.54000,6.05423,-5.02049
93.55000,5.98794,-4.82380
93.56000,6.13112,-4.71454
93.57000,6.10437,-5.06546
93.58000,6.37365,-4.88094
93.59000,6.27805,-4.99547
93.60000,5.88551,-5.20558
93.61000,6.04186,-5.35230
93.62000,6.48033,-5.22735
93.63000,5.90432,-5.05998
93.64000,6.33852,-5.25602
93.65000,5.97151,-5.53630
93.66000,5.70285,-5.54697
93.67000,5.99452,-5.62119
93.68000,5.95481,-5.37812
93.69000,6.10882,-5.42607
93.70000,5.71145,-5.56507
93.71000,5.71750,-5.44212
93.72000,5.94158,-5.82636
93.73000,5.63087,-5.58143
93.74000,5.44633,-5.51743
93.75000,5.68620,-5.65359
93.76000,5.62724,-5.83550
93.77000,5.90030,-5.59987
93.78000,5.43508,-5.70454
93.79000,5.50922,-5.58222
93.80000,5.26995,-5.99414
93.81000,5.65770,-5.75571
93.82000,5.19429,-5.76312
93.83000,5.60005,-5.89846
93.84000,5.38517,-6.32738
93.85000,5.38833,-5.96610
93.86000,5.44736,-5.88754
93.87000,5.22127,-5.89758
93.88000,5.01797,-5.88445
93.89000,5.00527,-6.05144
93.90000,5.30179,-6.05663
93.91000,5.17306,-6.16535
93.92000,5.17667,-6.03418
93.93000,5.10184,-5.95921
93.94000,4.99025,-6.24600
93.95000,5.02994,-6.02182
93.96000,4.76237,-6.11949
93.97000,4.70417,-6.16325
93.98000,4.88933,-6.32380
93.99000,4.82615,-6.33351
94.00000,4.87567,-6.75853
94.01000,4.44182,-6.65191
94.02000,4.76196,-6.48846
94.03000,4.39366,-6.40611
94.04000,4.62083,-6.65497
94.05000,4.55736,-6.75883
94.06000,4.42664,-6.59709
94.07000,4.50345,-6.77989
94.08000,4.09509,-6.66212
94.09000,4.37896,-6.50663
94.10000,4.49438,-6.51386
94.11000,4.40816,-6.97227
94.12000,4.39178,-7.23762
94.13000,4.13344,-6.80238
94.14000,3.87236,-7.03085
94.15000,4.08666,-6.87988
94.16000,4.00978,-6.89864
94.17000,4.08427,-6.94032
94.18000,3.91049,-6.73301
94.19000,3.94658,-7.09103
94.20000,3.48318,-7.27553
94.21000,3.91063,-7.40972
94.22000,3.84228,-7.43829
94.23000,3.70384,-7.02562
94.24000,3.40324,-7.06504
94.25000,3.49255,-7.30869
94.26000,3.60102,-7.01207
94.27000,3.55259,-7.12253
94.28000,3.70512,-7.16308
94.29000,3.40930,-7.25819
94.30000,3.35131,-7.11898
94.31000,3.47089,-7.30136
94.32000,3.26998,-7.56753
94.33000,3.23973,-7.55524
94.34000,3.03906,-7.05685
94.35000,3.04810,-7.42078
94.36000,3.40232,-7.66124
94.37000,3.19773,-7.26529
94.38000,3.07343,-7.42209
94.39000,3.03443,-7.31042
94.40000,3.01271,-7.67535
94.41000,2.68031,-7.31197
94.42000,3.14129,-7.10790
94.43000,2.89701,-7.44977
94.44000,2.89733,-7.14805
94.45000,2.75198,-7.70065
94.46000,2.81939,-7.44183
94.47000,2.81423,-7.62200
94.48000,2.43796,-7.31471
94.49000,2.37364,-7.35481
94.50000,2.25674,-7.54362
94.51000,2.01380,-7.59045
94.52000,2.37777,-7.44820
94.53000,2.35610,-7.57097
94.54000,2.41506,-7.52390
94.55000,1.76761,-7.77593
94.56000,2.03972,-7.60117
94.57000,1.99447,-8.04476
94.58000,2.13157,-7.80170
94.59000,2.00090,-8.10116
94.60000,1.91571,-7.70383
94.61000,1.93175,-7.84634
94.62000,1.91421,-7.42608
94.63000,1.39159,-7.52890
94.64000,2.04175,-7.75584
94.65000,1.71544,-7.64566
94.66000,1.71334,-7.82334
94.67000,1.64465,-7.54250
94.68000,1.59169,-7.61061
94.69000,1.71044,-7.50391
94.70000,1.63414,-7.66766
94.71000,1.57311,-7.69094
94.72000,1.83758,-7.87781
94.73000,1.35922,-8.06200
94.74000,1.64423,-8.09584
94.75000,1.20427,-7.91062
94.76000,1.11206,-7.82736
94.77000,1.17228,-8.17796
94.78000,0.65306,-7.54678
94.79000,1.25631,-8.00062
94.80000,0.89200,-7.83560
94.81000,0.66418,-8.12468
94.82000,0.49644,-8.27671
94.83000,0.91427,-8.23518
94.84000,0.86205,-8.19254
94.85000,0.74280,-7.90242
94.86000,0.64041,-7.68041
94.87000,0.54434,-8.20194
94.88000,0.68834,-7.87748
94.89000,0.65317,-8.17368
94.90000,0.28645,-7.46210
94.91000,0.41642,-7.75626
94.92000,0.77000,-8.22289
94.93000,0.42440,-7.90359
94.94000,0.38923,-7.95149
94.95000,0.09118,-8.08798
94.96000,0.09446,-7.79497
94.97000,0.36569,-8.29951
94.98000,0.17851,-7.96226
94.99000,-0.14002,-8.02339
95.00000,-0.19147,-8.15852
95.01000,0.05878,-7.76376
95.02000,0.20115,-7.81956
95.03000,-0.29625,-8.06698
95.04000,0.08337,-8.13736
95.05000,0.05970,-8.05390
95.06000,-0.65085,-7.77145
95.07000,-0.20225,-7.87213
95.08000,-0.50876,-8.12769
95.09000,-0.64325,-7.95926
95.10000,-0.78466,-7.86239
95.11000,-0.61259,-8.00768
95.12000,-1.06191,-7.79132
95.13000,-0.89741,-8.23618
95.14000,-0.88905,-8.05793
95.15000,-0.69235,-7.75533
95.16000,-1.06906,-7.79600
95.17000,-0.95589,-7.57816
95.18000,-0.90974,-7.89614
95.19000,-0.87302,-7.97512
95.20000,-0.88389,-8.11975
95.21000,-1.32007,-7.83502
95.22000,-0.97549,-7.74000
95.23000,-1.11986,-7.60337
95.24000,-0.85178,-8.08258
95.25000,-1.21798,-7.95541
95.26000,-1.50039,-7.95739
95.27000,-1.44871,-7.91779
95.28000,-1.46318,-7.87024
95.29000,-1.40734,-7.84842
95.30000,-1.68310,-7.90618
95.31000,-1.38833,-8.17467
95.32000,-1.75894,-7.93388
95.33000,-1.66791,-7.66833
95.34000,-1.81327,-7.84706
95.35000,-1.75382,-7.90487
95.36000,-1.91385,-7.95892
95.37000,-1.94458,-7.32688
95.38000,-2.08152,-7.72560
95.39000,-1.41029,-7.74847
95.40000,-2.10037,-7.84028
95.41000,-2.10956,-7.63573
95.42000,-2.05953,-7.65924
95.43000,-2.14669,-7.84068
95.44000,-2.27544,-7.88132
95.45000,-1.98151,-7.65151
95.46000,-2.54782,-7.63718
95.47000,-2.38381,-7.66404
95.48000,-2.40348,-7.49295
95.49000,-2.24604,-7.62829
95.50000,-2.27983,-7.65647
95.51000,-2.35975,-7.62159
95.52000,-2.44869,-7.06822
95.53000,-2.44393,-7.69136
95.54000,-2.92535,-7.51098
95.55000,-2.41989,-7.48709
95.56000,-2.48420,-7.76875
95.57000,-2.67514,-7.60334
95.58000,-2.88078,-7.37364
95.59000,-2.84094,-7.27241
95.60000,-2.71259,-7.08393
95.61000,-3.27379,-7.45967
95.62000,-2.99958,-7.24509
95.63000,-3.38753,-7.33467
95.64000,-3.03165,-7.70869
95.65000,-3.10202,-7.22638
95.66000,-3.05377,-7.04690
95.67000,-3.17243,-7.21573
95.68000,-3.50786,-7.32639
95.69000,-3.45338,-7.27386
95.70000,-3.34112,-7.16522
95.71000,-3.28221,-7.23630
95.72000,-3.68886,-7.14255
95.73000,-3.29471,-7.26757
95.74000,-3.32138,-6.95495
95.75000,-3.47459,-7.16967
95.76000,-3.62091,-7.09830
95.77000,-3.47894,-6.79987
95.78000,-4.01351,-7.16964
95.79000,-3.74253,-6.67738
95.80000,-3.58393,-6.80769
95.81000,-4.11593,-7.00920
95.82000,-3.95810,-6.82402
95.83000,-3.56957,-7.15065
95.84000,-4.01365,-6.87107
95.85000,-3.84075,-6.96502
95.86000,-3.98033,-6.98624
95.87000,-4.10541,-6.81337
95.88000,-4.16563,-6.66871
95.89000,-4.47153,-6.83431
95.90000,-4.21103,-7.04013
95.91000,-4.39967,-6.74244
95.92000,-4.11597,-6.50502
95.93000,-4.57406,-6.74711
95.94000,-4.30538,-6.65108
95.95000,-4.83881,-6.48591
95.96000,-4.18085,-6.76861
95.97000,-4.31801,-6.70785
95.98000,-4.57856,-6.77501
95.99000,-4.44700,-6.56388
96.00000,-4.77696,-6.05013
96.01000,-4.74163,-6.71463
96.02000,-4.78147,-6.77532
96.03000,-4.65079,-6.14946
96.04000,-5.03596,-6.19672
96.05000,-4.94864,-6.20827
96.06000,-4.94184,-6.10143
96.07000,-4.74278,-6.03385
96.08000,-4.93132,-6.52462
96.09000,-5.30250,-6.11710
96.10000,-5.26328,-6.57457
96.11000,-5.14691,-6.34449
96.12000,-5.36195,-5.86657
96.13000,-5.11543,-5.87721
96.14000,-5.43617,-6.23451
96.15000,-5.09031,-5.96380
96.16000,-5.35147,-6.19551
96.17000,-5.62951,-5.62708
96.18000,-5.48066,-5.95765
96.19000,-5.66290,-5.74233
96.20000,-5.42084,-5.93508
96.21000,-5.51215,-5.56504
96.22000,-5.39051,-5.62772
96.23000,-5.50056,-5.59996
96.24000,-5.54200,-6.04945
96.25000,-5.37214,-5.69431
96.26000,-5.36077,-5.63609
96.27000,-5.86391,-5.37770
96.28000,-5.86532,-5.72121
96.29000,-5.76665,-5.57996
96.30000,-5.76225,-5.42562
96.31000,-5.94453,-5.69685
96.32000,-5.99870,-5.25918
96.33000,-5.86653,-5.72200
96.34000,-6.09648,-5.19980
96.35000,-6.04873,-5.29145
96.36000,-5.98801,-4.98391
96.37000,-6.14716,-5.25995
96.38000,-6.17058,-5.20517
96.39000,-6.12586,-5.04573
96.40000,-6.30740,-4.88336
96.41000,-5.96437,-5.38196
96.42000,-5.96631,-5.07257
96.43000,-6.21038,-4.93879
96.44000,-6.27400,-4.83742
96.45000,-6.42925,-4.66501
96.46000,-6.46140,-4.67060
96.47000,-6.31804,-4.76913
96.48000,-6.34687,-4.78451
96.49000,-6.27242,-4.87788
96.50000,-6.52785,-4.88798
96.51000,-6.20842,-4.59611
96.52000,-6.53991,-4.62996
96.53000,-6.42137,-4.52102
96.54000,-6.58585,-4.54604
96.55000,-6.44220,-4.51588
96.56000,-6.69409,-4.37639
96.57000,-6.96931,-4.21754
96.58000,-6.51082,-4.53931
96.59000,-6.50574,-4.63612
96.60000,-7.09489,-4.31732
96.61000,-7.09939,-4.54596
96.62000,-7.03044,-4.31850
96.63000,-6.55609,-4.31878
96.64000,-6.69876,-4.06463
96.65000,-7.00421,-4.33147
96.66000,-7.00044,-3.84659
96.67000,-7.13651,-3.88290
96.68000,-6.99412,-3.91067
96.69000,-6.97225,-3.85676
96.70000,-7.01604,-3.92838
96.71000,-7.08449,-3.61046
96.72000,-7.05862,-3.53799
96.73000,-6.91261,-3.66146
96.74000,-7.03664,-3.67896
96.75000,-7.10504,-3.53138
96.76000,-7.24522,-4.08139
96.77000,-7.04549,-3.13864
96.78000,-7.19354,-3.61183
96.79000,-7.30772,-3.73070
96.80000,-7.20595,-3.50696
96.81000,-7.27322,-3.15892
96.82000,-7.67656,-3.40590
96.83000,-7.53173,-3.23810
96.84000,-6.80437,-3.11324
96.85000,-7.54907,-2.85401
96.86000,-7.50575,-3.26646
96.87000,-7.62711,-3.00468
96.88000,-7.55063,-2.91293
96.89000,-7.41775,-2.96329
96.90000,-7.51113,-2.89498
96.91000,-7.45187,-2.97653
96.92000,-7.79693,-3.07392
96.93000,-7.30984,-2.65354
96.94000,-7.40241,-2.65215
96.95000,-7.82455,-2.53440
96.96000,-7.60763,-2.54316
96.97000,-7.77157,-2.75478
96.98000,-7.55415,-2.23089
96.99000,-7.66077,-2.73553
97.00000,-7.55801,-2.63394
97.01000,-7.36651,-2.43425
97.02000,-7.63315,-2.47863
97.03000,-7.62247,-2.35807
97.04000,-7.67729,-2.39520
97.05000,-7.78105,-2.28666
97.06000,-7.47519,-2.35250
97.07000,-7.80569,-2.09772
97.08000,-7.56300,-2.02289
97.09000,-7.84508,-2.48443
97.10000,-7.94863,-2.24274
97.11000,-7.73920,-1.86975
97.12000,-7.45158,-1.99251
97.13000,-7.95391,-1.71483
97.14000,-8.03204,-1.95679
97.15000,-7.71859,-1.86387
97.16000,-7.80226,-1.98439
97.17000,-8.11361,-1.63062
97.18000,-7.79330,-1.60581
97.19000,-7.92806,-1.35688
97.20000,-8.27486,-1.23675
97.21000,-7.94840,-1.20786
97.22000,-7.79252,-1.52600
97.23000,-7.94351,-1.45457
97.24000,-7.94314,-0.89440
97.25000,-7.72550,-1.40984
97.26000,-7.94060,-1.27487
97.27000,-8.26857,-1.24695
97.28000,-7.85452,-1.01449
97.29000,-8.04606,-1.03310
97.30000,-7.63007,-0.83990
97.31000,-7.90432,-1.15515
97.32000,-7.96470,-1.20647
97.33000,-7.58622,-0.89823
97.34000,-8.18356,-0.78727
97.35000,-8.07514,-0.93973
97.36000,-7.94259,-0.95655
97.37000,-8.19107,-0.66154
97.38000,-8.08995,-0.61670
97.39000,-7.95301,-0.79641
97.40000,-7.84310,-0.98420
97.41000,-8.27680,-0.23421
97.42000,-8.13346,-0.31658
97.43000,-8.10693,-0.38968
97.44000,-7.96532,0.05396
97.45000,-7.90889,-0.40194
97.46000,-8.23000,-0.05835
97.47000,-8.03930,0.10114
97.48000,-8.09372,-0.18058
97.49000,-8.02869,0.18453
97.50000,-7.81611,0.14517
97.51000,-8.12376,0.17745
97.52000,-8.16092,-0.19394
97.53000,-7.90865,-0.02561
97.54000,-8.09294,-0.28238
97.55000,-8.31206,0.41662
97.56000,-8.12736,0.03193
97.57000,-7.92871,0.29453
97.58000,-8.22626,0.38605
97.59000,-7.91056,0.74434
97.60000,-8.14768,0.42557
97.61000,-8.46852,0.53864
97.62000,-8.15402,1.03423
97.63000,-7.94182,0.68949
97.64000,-8.06936,0.71331
97.65000,-7.87346,1.09840
97.66000,-7.96639,0.88239
97.67000,-8.05289,1.01653
97.68000,-8.16781,1.10515
97.69000,-7.95961,1.20848
97.70000,-7.96015,1.07762
97.71000,-7.88640,1.21525
97.72000,-7.75410,0.93292
97.73000,-7.88146,1.16398
97.74000,-7.79197,1.16792
97.75000,-8.11221,1.56479
97.76000,-8.28313,1.61404
97.77000,-7.79494,1.18765
97.78000,-8.03354,1.12746
97.79000,-8.05764,1.28963
97.80000,-7.94506,1.66721
97.81000,-7.79491,1.75279
97.82000,-8.35542,2.12736
97.83000,-7.47021,1.65388
97.84000,-7.78782,1.86008
97.85000,-7.53908,1.57128
97.86000,-7.48061,1.93720
97.87000,-7.78373,1.84837
97.88000,-7.70767,1.98771
97.89000,-7.40283,1.85858
97.90000,-7.55820,2.01761
97.91000,-8.02324,2.36538
97.92000,-7.85538,1.77341
97.93000,-7.54503,2.38332
97.94000,-7.73868,2.12580
97.95000,-7.72535,2.17078
97.96000,-7.71362,2.27360
97.97000,-7.79801,2.19294
97.98000,-7.67652,2.05412
97.99000,-7.73707,2.24072
98.00000,-7.56419,2.45239
98.01000,-7.25459,2.68184
98.02000,-7.28129,2.35862
98.03000,-7.49256,2.47756
98.04000,-8.04173,2.35993
98.05000,-7.55722,2.65013
98.06000,-7.58915,2.85618
98.07000,-7.10550,3.11482
98.08000,-7.16094,3.13701
98.09000,-7.78402,2.81643
98.10000,-7.44560,3.23660
98.11000,-7.59333,2.94592
98.12000,-7.73470,2.87551
98.13000,-7.48010,2.88697
98.14000,-7.40659,2.96609
98.15000,-6.97894,3.55388
98.16000,-7.38289,3.42203
98.17000,-7.31799,3.10998
98.18000,-7.30369,3.21644
98.19000,-7.18611,3.39162
98.20000,-7.23652,3.84324
98.21000,-7.14416,3.76864
98.22000,-7.08475,3.50517
98.23000,-7.43582,3.55700
98.24000,-7.17975,3.70322
98.25000,-7.08316,3.59724
98.26000,-7.32644,3.59215
98.27000,-7.11136,3.84558
98.28000,-7.18437,3.62368
98.29000,-7.25410,3.98089
98.30000,-6.96111,4.12119
98.31000,-7.03584,3.77318
98.32000,-7.13668,3.74275
98.33000,-7.16840,4.27119
98.34000,-7.09174,3.85307
98.35000,-6.68589,3.77897
98.36000,-6.42995,4.13578
98.37000,-6.94454,4.23124
98.38000,-6.75334,4.09410
98.39000,-6.91788,4.02047
98.40000,-6.91645,4.16675
98.41000,-6.82924,4.23984
98.42000,-6.69249,4.28929
98.43000,-6.67930,4.77986
98.44000,-6.52974,4.58891
98.45000,-6.69335,4.45683
98.46000,-6.49286,4.67648
98.47000,-6.43933,4.55145
98.48000,-6.70413,4.61796
98.49000,-6.31028,4.57934
98.50000,-6.33650,4.58090
98.51000,-6.49095,4.68609
98.52000,-6.51880,4.66076
98.53000,-6.64323,4.56082
98.54000,-6.26537,4.69786
98.55000,-6.34225,4.86690
98.56000,-6.51202,4.58838
98.57000,-6.33844,5.00095
98.58000,-6.26797,4.80416
98.59000,-5.80042,4.82363
98.60000,-6.48189,4.81446
98.61000,-6.09071,4.80562
98.62000,-6.01398,5.30476
98.63000,-6.02666,5.35603
98.64000,-6.15440,4.94967
98.65000,-6.19001,5.20665
98.66000,-5.99941,5.22500
98.67000,-5.93625,5.29905
98.68000,-5.74240,5.38812
98.69000,-5.69105,5.44985
98.70000,-5.53961,5.58845
98.71000,-5.64469,5.54415
98.72000,-5.68717,5.50830
98.73000,-5.69080,5.53780
98.74000,-5.84939,5.90773
98.75000,-5.64864,5.37892
98.76000,-5.52777,5.40895
98.77000,-5.30458,5.87413
98.78000,-5.36773,5.70073
98.79000,-5.13748,5.56237
98.80000,-5.54565,5.94085
98.81000,-5.25513,5.74207
98.82000,-5.25636,5.67117
98.83000,-5.19915,5.96347
98.84000,-5.32175,6.07398
98.85000,-5.35323,5.90309
98.86000,-5.23934,6.23996
98.87000,-5.15642,6.05210
98.88000,-5.04938,6.33373
98.89000,-5.04379,6.18393
98.90000,-4.84755,6.09888
98.91000,-5.09931,5.88232
98.92000,-5.10401,6.28344
98.93000,-4.90925,6.32957
98.94000,-5.06775,6.44327
98.95000,-4.72707,6.29482
98.96000,-4.90506,6.11012
98.97000,-4.70654,6.55671
98.98000,-5.04085,6.58109
98.99000,-4.79513,6.20501
99.00000,-4.51924,6.44177
99.01000,-4.54320,6.44468
99.02000,-4.51824,6.33660
99.03000,-4.83240,6.48337
99.04000,-4.59181,6.47634
99.05000,-4.43071,6.09922
99.06000,-4.60327,6.84984
99.07000,-4.39436,6.66269
99.08000,-4.14939,6.81658
99.09000,-4.28157,6.82942
99.10000,-4.24962,6.92321
99.11000,-4.76719,7.04162
99.12000,-4.18165,6.71966
99.13000,-3.94434,7.11667
99.14000,-4.39898,6.87340
99.15000,-3.99987,6.83524
99.16000,-4.04968,6.80889
99.17000,-3.87920,7.00518
99.18000,-3.76260,7.02297
99.19000,-3.49456,7.15915
99.20000,-3.92510,6.94890
99.21000,-3.72488,7.04800
99.22000,-3.69434,6.98175
99.23000,-3.92471,7.18459
99.24000,-3.91634,7.43183
99.25000,-3.69062,6.93118
99.26000,-3.57205,7.51359
99.27000,-3.77524,6.88848
99.28000,-3.53062,7.08935
99.29000,-3.47480,7.30545
99.30000,-3.13836,6.86812
99.31000,-3.06089,6.97092
99.32000,-3.31954,7.14920
99.33000,-3.39558,7.27341
99.34000,-3.57781,7.37284
99.35000,-2.94468,7.59059
99.36000,-2.98971,7.41160
99.37000,-3.17443,7.81943
99.38000,-2.95636,7.60696
99.39000,-2.63262,7.50534
99.40000,-3.05788,7.10098
99.41000,-3.04537,7.52604
99.42000,-2.65750,7.42995
99.43000,-2.84821,7.33449
99.44000,-2.86018,7.72694
99.45000,-2.89794,7.69366
99.46000,-2.65301,7.42406
99.47000,-2.87802,7.51999
99.48000,-2.54580,7.48467
99.49000,-2.39687,7.56539
99.50000,-2.33128,7.28293
99.51000,-2.66363,7.82316
99.52000,-2.82938,7.73156
99.53000,-2.46287,7.53169
99.54000,-2.33390,7.51233
99.55000,-2.21725,7.85490
99.56000,-2.50679,8.35733
99.57000,-1.84564,7.54557
99.58000,-2.18506,7.64387
99.59000,-1.75265,7.99031
99.60000,-1.74017,7.82523
99.61000,-2.29809,7.83175
99.62000,-1.96208,7.96296
99.63000,-1.79175,7.93041
99.64000,-1.98472,7.87560
99.65000,-1.47721,7.87688
99.66000,-1.91856,7.78083
99.67000,-1.93517,7.68403
99.68000,-1.58652,7.88634
99.69000,-1.47295,7.69856
99.70000,-1.65222,7.89573
99.71000,-1.40539,7.94156
99.72000,-1.35995,7.82027
99.73000,-1.49664,7.86713
99.74000,-1.46073,7.82990
99.75000,-1.03060,8.17151
99.76000,-1.25559,8.35623
99.77000,-1.29491,7.84995
99.78000,-0.82333,7.75332
99.79000,-1.42641,7.87382
99.80000,-0.76148,8.27912
99.81000,-1.00034,7.74703
99.82000,-1.20566,7.75511
99.83000,-0.86458,8.07740
99.84000,-0.83193,7.96537
99.85000,-0.30758,8.23482
99.86000,-0.52346,8.06700
99.87000,-0.58648,8.10086
99.88000,-0.84583,7.92650
99.89000,-0.25537,8.18998
99.90000,-0.56376,8.38055
99.91000,-0.09529,8.12249
99.92000,-0.37579,7.90586
99.93000,-0.31336,7.78302
99.94000,-0.12117,7.95450
99.95000,-0.29810,8.50718
99.96000,-0.28865,8.01331
99.97000,-0.17096,8.06810
99.98000,-0.25906,8.07173
99.99000,-0.05114,7.89330
100.00000,-0.12217,7.97419
100.01000,0.21453,8.14954
100.02000,0.16011,8.20701
100.03000,-0.05552,7.69745
100.04000,0.46833,7.76890
100.05000,0.24710,7.89944
100.06000,0.33144,8.21504
