time_s,target_azimuth_deg,target_elevation_deg,imu_roll_deg,imu_pitch_deg,qpd_error_x,qpd_error_y
34.09000,119.99027,30.01150,4.25778,-7.11128,-0.00712,-0.15721
34.10000,120.21479,29.98936,4.19669,-6.88034,-0.01686,-0.16907
34.11000,120.14144,29.97577,4.15744,-6.79630,0.00427,-0.12759
34.12000,120.06489,30.04611,4.27884,-6.87794,-0.03363,-0.15516
34.13000,120.01814,30.04509,4.00592,-6.81921,0.00502,-0.18620
34.14000,120.10745,29.89964,4.02226,-7.09372,0.00263,-0.14851
34.15000,119.92619,29.85508,4.40126,-7.01840,-0.01562,-0.14308
34.16000,120.11610,29.99544,3.99120,-6.87027,-0.02266,-0.14506
34.17000,120.03211,29.86753,4.05497,-6.90203,-0.00385,-0.14805
34.18000,120.10978,29.85524,4.11487,-6.82524,-0.01286,-0.13327
34.19000,119.95463,29.76751,3.99247,-6.90069,0.01132,-0.11522
34.20000,120.04998,29.83414,4.15558,-7.08010,-0.02879,-0.16357
34.21000,120.05657,29.87263,3.96102,-7.13251,0.01798,-0.15110
34.22000,120.09729,30.02991,3.81560,-6.74570,-0.00652,-0.14573
34.23000,120.06540,30.04657,3.65265,-7.08297,-0.02361,-0.14318
34.24000,120.04061,29.83100,3.47334,-7.22947,-0.02170,-0.14130
34.25000,119.88008,30.01064,3.57854,-7.07295,-0.01091,-0.14687
34.26000,120.14936,29.95930,3.62854,-7.13510,-0.00929,-0.12813
34.27000,120.06869,29.77446,3.55064,-7.25948,-0.03400,-0.15132
34.28000,120.10405,29.83141,3.36340,-6.97741,0.01032,-0.15077
34.29000,120.14842,30.02651,3.55155,-7.20186,-0.00967,-0.15322
34.30000,120.11314,29.93403,3.63013,-7.29755,0.00565,-0.15035
34.31000,120.00956,30.08022,3.33278,-7.18666,-0.00884,-0.16057
34.32000,120.24004,29.95536,3.52730,-7.05690,0.02268,-0.13805
34.33000,120.17604,29.94785,3.26179,-7.26265,0.02336,-0.13823
34.34000,120.23256,29.76317,3.11838,-7.28975,0.00225,-0.14734
34.35000,120.11471,29.98568,3.02959,-7.37642,0.01624,-0.14151
34.36000,119.96977,30.02124,2.95018,-7.45937,0.00394,-0.17149
34.37000,120.04834,29.90622,3.41102,-7.26827,0.00912,-0.15735
34.38000,120.00275,29.85496,2.80910,-7.57092,0.01051,-0.16077
34.39000,119.92555,29.88762,3.12610,-7.24755,0.02026,-0.15999
34.40000,120.15781,29.92835,2.95161,-7.58700,0.02208,-0.13703
34.41000,119.97575,29.95526,2.91400,-7.58146,0.01671,-0.15122
34.42000,120.20753,29.78650,2.68692,-7.12013,0.01507,-0.16291
34.43000,120.03728,30.01160,2.91126,-7.56340,0.01081,-0.16491
34.44000,120.07850,29.86253,2.68193,-7.30366,0.02898,-0.13419
34.45000,120.13958,29.79573,2.64784,-7.69761,0.00851,-0.13080
34.46000,119.90445,30.04966,2.63315,-7.61310,0.00298,-0.14491
34.47000,120.10074,29.93012,2.86047,-7.57012,0.02380,-0.14102
34.48000,120.04551,29.89748,2.70538,-7.92847,0.04456,-0.14909
34.49000,120.06160,30.02612,2.44472,-7.44234,0.01173,-0.14501
34.50000,120.14998,30.00170,2.79878,-7.92461,0.03048,-0.14664
34.51000,120.08173,30.09703,2.70929,-7.72487,0.03874,-0.12930
34.52000,120.07321,29.96884,2.43982,-7.59370,0.01136,-0.14045
34.53000,120.05445,29.99129,2.35922,-7.56718,0.01196,-0.13458
34.54000,119.91329,29.90209,2.26744,-7.78174,0.02191,-0.11225
34.55000,120.02573,29.86067,2.21760,-7.80262,0.01634,-0.14918
34.56000,120.10976,29.97899,2.21296,-7.83477,0.04108,-0.16160
34.57000,119.98974,29.97575,2.01810,-7.90253,0.03289,-0.13287
34.58000,119.96553,29.83175,1.90549,-7.80433,0.04502,-0.13498
34.59000,120.09578,29.96256,1.90549,-7.78674,0.02868,-0.10746
34.60000,120.05814,29.95776,1.91381,-7.83037,0.03110,-0.13733
34.61000,120.01959,29.92241,2.25297,-7.68197,0.03202,-0.15209
34.62000,120.10118,29.95122,1.95290,-7.54483,0.03362,-0.12811
34.63000,120.01651,29.95137,1.77618,-7.72493,0.04440,-0.16260
34.64000,120.10121,29.91349,1.61514,-7.82197,0.03894,-0.15070
34.65000,120.17223,29.83509,1.60430,-7.70293,0.01074,-0.12567
34.66000,120.15145,29.94917,1.89586,-7.89302,0.03880,-0.12520
34.67000,120.14330,29.86524,1.54938,-8.00289,0.04497,-0.13612
34.68000,119.98518,29.98624,1.90040,-8.02302,0.05964,-0.14062
34.69000,120.13637,29.91297,1.71459,-7.90878,0.04592,-0.15019
34.70000,120.10974,29.91120,1.42629,-8.03626,0.03978,-0.13112
34.71000,120.20625,30.07792,1.49024,-7.90913,0.05104,-0.14686
34.72000,120.11148,29.95308,1.23074,-8.01353,0.04950,-0.13608
34.73000,120.11998,30.01050,1.47438,-7.39919,0.07284,-0.13018
34.74000,120.00126,29.96209,1.54374,-8.10706,0.03087,-0.12358
34.75000,119.89102,29.97294,1.15475,-7.58809,0.05451,-0.12598
34.76000,120.10938,30.01287,1.31691,-7.74011,0.06613,-0.11278
34.77000,120.04948,29.91324,1.27602,-7.71146,0.06507,-0.11453
34.78000,120.15648,29.87585,1.15872,-7.74886,0.02108,-0.13561
34.79000,119.94329,30.24392,1.22688,-8.10756,0.04601,-0.13150
34.80000,120.16276,29.90603,0.96065,-7.89566,0.03968,-0.13044
34.81000,120.10455,29.89588,1.03010,-8.04837,0.04572,-0.11157
34.82000,120.10073,30.05122,0.78608,-7.90304,0.04514,-0.13654
34.83000,120.09186,29.73348,0.96819,-8.31127,0.08486,-0.15065
34.84000,119.83365,30.06197,0.83003,-7.76653,0.05988,-0.09536
34.85000,120.08845,29.96979,0.84993,-8.00176,0.06436,-0.14828
34.86000,120.02938,30.10631,0.62738,-8.02669,0.05159,-0.12894
34.87000,120.02959,29.92938,0.61701,-8.02618,0.05734,-0.13218
34.88000,119.93909,29.92821,0.51340,-8.14798,0.08412,-0.13390
34.89000,120.08073,29.88777,0.73699,-8.07607,0.08574,-0.13450
34.90000,119.91423,29.88903,0.22769,-7.92026,0.06636,-0.11666
34.91000,119.94482,29.92758,0.55950,-7.91626,0.06267,-0.12654
34.92000,120.01514,29.90429,0.45652,-8.20394,0.06266,-0.12838
34.93000,120.00309,29.90062,0.50488,-8.11736,0.07435,-0.12876
34.94000,120.05494,29.96605,0.57442,-7.67806,0.08537,-0.11991
34.95000,120.15931,29.92927,0.46580,-8.04063,0.07892,-0.12331
34.96000,120.00839,29.82208,0.11985,-8.02278,0.09487,-0.11258
34.97000,120.00544,29.98163,0.32270,-7.88542,0.08150,-0.13229
34.98000,119.99294,30.05671,-0.13540,-8.14776,0.07859,-0.11599
34.99000,120.03967,29.99732,-0.01444,-8.40784,0.06883,-0.11625
35.00000,120.14351,29.89200,0.03077,-8.24997,0.07165,-0.11461
35.01000,119.98487,30.04642,0.03108,-8.17984,0.09064,-0.11110
35.02000,120.03620,29.83609,-0.03030,-7.75258,0.07200,-0.10050
35.03000,120.03213,29.94918,-0.27848,-8.30491,0.07554,-0.11194
35.04000,120.03006,29.90540,0.02509,-8.13163,0.08689,-0.12349
35.05000,120.02663,30.00411,-0.47271,-8.22722,0.08757,-0.11652
35.06000,120.08212,29.91946,-0.15060,-8.05415,0.10023,-0.11228
35.07000,119.96014,29.92409,-0.14555,-7.72885,0.08240,-0.10370
35.08000,119.90878,29.97361,-0.34665,-8.29272,0.09134,-0.12190
35.09000,120.10607,29.88771,-0.59377,-7.79825,0.08818,-0.09867
35.10000,119.96639,29.90911,-0.37905,-8.24221,0.06658,-0.12590
35.11000,120.18129,29.99527,-0.39468,-7.92374,0.08133,-0.09789
35.12000,120.01805,29.92954,-0.66504,-8.02911,0.10078,-0.08761
35.13000,120.14043,29.93657,-0.96148,-8.12991,0.09598,-0.09640
35.14000,120.00312,29.85309,-0.65794,-7.58164,0.09569,-0.09297
35.15000,120.17536,29.91368,-0.90453,-7.85929,0.09490,-0.11198
35.16000,120.14082,29.97671,-0.74895,-7.90114,0.10003,-0.10694
35.17000,120.05931,30.03764,-0.90881,-8.01828,0.08073,-0.10075
35.18000,120.05262,29.92848,-0.77857,-8.02330,0.10307,-0.10550
35.19000,120.11357,29.94327,-0.91316,-8.13763,0.09360,-0.10694
35.20000,120.15107,30.07654,-1.37343,-7.95962,0.09764,-0.11525
35.21000,120.13735,29.79786,-0.99798,-8.13513,0.11140,-0.10463
35.22000,120.06310,29.95540,-1.15731,-7.69680,0.09585,-0.10303
35.23000,120.08426,29.98615,-1.33588,-7.97613,0.10358,-0.09776
35.24000,120.20911,29.97210,-1.14555,-7.81569,0.09946,-0.09903
35.25000,119.96326,30.11828,-1.26673,-8.05439,0.10820,-0.07938
35.26000,120.01803,29.98450,-1.20590,-7.71931,0.09219,-0.11528
35.27000,120.08620,29.94204,-1.44414,-7.77925,0.09738,-0.12168
35.28000,120.06412,29.84342,-1.78098,-8.03930,0.10967,-0.09902
35.29000,120.05168,30.03844,-1.40303,-7.79285,0.09653,-0.09185
35.30000,120.14235,29.98050,-1.33804,-7.92533,0.09108,-0.10018
35.31000,120.03578,29.92458,-1.42260,-7.77930,0.13280,-0.11146
35.32000,120.03902,29.98328,-1.81584,-7.86350,0.11522,-0.08759
35.33000,120.13387,29.86694,-1.95475,-7.83505,0.07700,-0.08834
35.34000,120.07227,30.07313,-1.65469,-7.59860,0.10549,-0.10813
35.35000,120.09057,30.05139,-1.27537,-7.59532,0.11019,-0.10091
35.36000,120.07430,30.05796,-1.86687,-7.89956,0.09744,-0.10761
35.37000,120.19979,30.01365,-1.72585,-7.62743,0.10780,-0.10864
35.38000,119.89633,29.85641,-1.59661,-7.70508,0.10810,-0.08721
35.39000,119.96816,29.83190,-1.92417,-7.88018,0.12419,-0.09399
35.40000,120.14613,30.03960,-2.17702,-7.99271,0.07743,-0.08556
35.41000,119.97122,30.03048,-1.98612,-7.97131,0.10599,-0.09296
35.42000,120.11089,29.94148,-2.06419,-7.68876,0.11029,-0.09046
35.43000,120.02904,30.08227,-2.14769,-7.90317,0.11269,-0.07356
35.44000,120.01560,30.05845,-2.10026,-7.57966,0.13022,-0.09051
35.45000,120.05010,30.09414,-2.25490,-7.64601,0.13440,-0.08694
35.46000,120.10596,29.98188,-2.50670,-7.74934,0.12925,-0.09155
35.47000,120.13348,30.03749,-2.49574,-7.78014,0.12979,-0.08827
35.48000,120.07326,30.07046,-2.22003,-7.44441,0.12558,-0.08580
35.49000,120.13541,29.99032,-2.17472,-7.59830,0.11850,-0.08859
35.50000,119.93433,29.98757,-2.42148,-7.73053,0.10896,-0.10025
35.51000,120.12081,29.98572,-2.45958,-7.74717,0.13219,-0.06553
35.52000,120.04812,29.94386,-2.41426,-7.83237,0.11586,-0.08027
35.53000,119.98848,29.97684,-2.93229,-8.01664,0.10339,-0.06759
35.54000,120.20167,29.82996,-2.59964,-7.57716,0.12303,-0.10582
35.55000,120.05265,29.94446,-2.67114,-7.30804,0.12872,-0.09468
35.56000,120.12817,29.99515,-2.67221,-7.62757,0.14216,-0.10898
35.57000,120.04752,29.82951,-3.00284,-7.49257,0.14246,-0.08244
35.58000,120.15214,30.04239,-2.82967,-7.78631,0.12975,-0.07314
35.59000,120.08299,29.94660,-2.93504,-7.42452,0.12947,-0.09670
35.60000,120.08954,29.97486,-2.89348,-7.32115,0.13186,-0.06345
35.61000,120.00643,29.96379,-3.08604,-7.74104,0.14180,-0.09075
35.62000,119.89510,30.04175,-3.25597,-7.44365,0.12946,-0.07275
35.63000,119.93475,29.95986,-3.15372,-7.28268,0.11623,-0.08331
35.64000,120.08524,30.01364,-3.04502,-7.45786,0.11434,-0.08016
35.65000,120.07127,29.98441,-3.22296,-7.51208,0.13466,-0.08255
35.66000,120.02582,29.96488,-3.34814,-7.33578,0.13330,-0.06060
35.67000,120.10584,29.99664,-3.45474,-7.05835,0.13443,-0.07268
35.68000,119.96652,29.92358,-3.28213,-7.36698,0.14857,-0.09113
35.69000,120.15148,29.88371,-3.34786,-7.26245,0.12785,-0.09220
35.70000,120.04082,29.88633,-3.70539,-7.15088,0.16544,-0.07284
35.71000,120.01925,29.97791,-3.35649,-7.03727,0.13811,-0.06720
35.72000,119.88950,29.93910,-3.55642,-6.98636,0.13259,-0.05341
35.73000,119.98664,29.94212,-3.85840,-7.10634,0.13237,-0.09763
35.74000,119.99554,29.97247,-3.68125,-7.19755,0.13582,-0.08095
35.75000,120.04933,29.98262,-3.41312,-7.02817,0.13452,-0.05338
35.76000,120.13478,30.02592,-4.03997,-7.06304,0.13715,-0.09271
35.77000,120.07212,30.01851,-3.55564,-6.92416,0.15397,-0.09732
35.78000,120.09317,29.92256,-3.58222,-6.80302,0.15698,-0.05589
35.79000,119.83435,29.84767,-3.89253,-6.76810,0.16498,-0.07756
35.80000,120.13841,29.99877,-3.85421,-7.04583,0.14634,-0.07173
35.81000,120.01818,29.85917,-3.83566,-7.13081,0.13108,-0.07794
35.82000,119.87835,29.93849,-3.64227,-6.78326,0.14457,-0.08567
35.83000,120.13479,29.99820,-4.03014,-6.94007,0.13144,-0.09012
35.84000,120.16762,29.88807,-4.46815,-6.85215,0.17140,-0.07628
35.85000,120.03479,29.96525,-4.30097,-6.89262,0.14372,-0.05242
35.86000,119.88105,29.96098,-4.41732,-7.27530,0.13523,-0.07453
35.87000,120.15398,30.07875,-4.21737,-6.86061,0.17743,-0.05277
35.88000,120.17332,29.91942,-3.97643,-6.85314,0.15131,-0.07144
35.89000,120.05407,29.73151,-4.51822,-6.90247,0.15160,-0.05564
35.90000,120.05966,29.93479,-4.28034,-6.80766,0.15138,-0.06028
35.91000,120.09449,29.86117,-4.66654,-6.68942,0.15105,-0.08119
35.92000,120.13531,30.09736,-4.41380,-6.91786,0.16346,-0.07558
35.93000,120.06772,29.82965,-4.46116,-6.43756,0.17246,-0.06047
35.94000,120.12926,30.10210,-4.65243,-6.68086,0.15724,-0.04399
35.95000,120.16152,30.05857,-4.25161,-6.16267,0.14493,-0.06567
35.96000,120.23859,29.98342,-4.31487,-6.46910,0.17375,-0.04483
35.97000,119.97863,30.17311,-4.56404,-6.30203,0.15054,-0.05944
35.98000,120.02606,30.06673,-4.54856,-6.51828,0.17257,-0.06305
35.99000,120.26763,30.00079,-4.69042,-6.34307,0.14558,-0.04665
36.00000,119.90858,29.99530,-4.74842,-6.72217,0.15452,-0.04557
36.01000,119.98929,29.92770,-4.70104,-6.18821,0.16440,-0.06795
36.02000,120.08455,29.81125,-4.70977,-6.32988,0.18741,-0.06336
36.03000,120.05690,29.91839,-4.72903,-6.49784,0.16963,-0.05441
36.04000,119.96263,29.95049,-4.88671,-6.81378,0.16609,-0.03739
36.05000,120.11615,29.91706,-4.74112,-6.40274,0.17748,-0.06634
36.06000,119.91853,29.82072,-5.02445,-6.24317,0.16510,-0.04703
36.07000,120.06495,29.89337,-4.98923,-6.34097,0.15689,-0.05517
36.08000,119.99964,29.93483,-5.01020,-6.16935,0.18107,-0.06435
36.09000,120.12629,29.92860,-4.99077,-6.21573,0.16751,-0.04678
36.10000,120.15233,30.01571,-4.89889,-6.27125,0.16578,-0.04984
36.11000,120.13105,29.91731,-5.21288,-6.06358,0.14851,-0.04860
36.12000,119.97972,29.89310,-5.14402,-6.08687,0.18496,-0.05522
36.13000,119.95614,29.93339,-5.10494,-5.80843,0.17443,-0.05749
36.14000,120.05992,30.05869,-5.09457,-6.32282,0.15938,-0.04257
36.15000,119.93412,30.04033,-5.12280,-5.88321,0.17695,-0.03696
36.16000,120.05041,30.03822,-5.48700,-5.63232,0.16798,-0.07299
36.17000,119.91858,29.91319,-5.34093,-6.05588,0.18289,-0.06110
36.18000,120.02033,29.82599,-5.37338,-5.88269,0.16803,-0.05136
36.19000,120.06176,29.96933,-5.64604,-6.09869,0.18084,-0.03294
36.20000,120.02558,30.19381,-5.65293,-5.85887,0.17890,-0.04573
36.21000,119.95757,29.87941,-5.67299,-6.02910,0.16695,-0.04071
36.22000,119.96591,29.93790,-5.71424,-5.74350,0.15861,-0.05801
36.23000,119.99540,29.99745,-5.75212,-5.87762,0.18646,-0.02129
36.24000,120.04341,30.03286,-5.62583,-5.57620,0.15388,-0.03263
36.25000,120.02669,29.96182,-5.80807,-5.44575,0.18027,-0.03918
36.26000,120.11674,29.93636,-5.60824,-5.69288,0.19288,-0.03436
36.27000,119.98764,29.94885,-5.67448,-5.46448,0.16723,-0.02961
36.28000,119.97633,29.88487,-5.79566,-5.43932,0.17436,-0.02673
36.29000,119.94290,29.85700,-5.90659,-5.83666,0.15783,-0.01402
36.30000,120.07162,29.88817,-6.01565,-5.51395,0.18904,-0.02653
36.31000,120.05186,29.97638,-5.81320,-5.41741,0.16492,-0.02217
36.32000,119.94844,29.84991,-6.05227,-5.27831,0.18806,-0.02841
36.33000,120.09059,30.01480,-5.86996,-5.37562,0.19291,-0.03579
36.34000,119.97154,30.08033,-5.55869,-5.32698,0.17925,-0.04770
36.35000,119.99836,29.93820,-5.86577,-5.61195,0.18629,-0.04122
36.36000,120.03652,29.92897,-6.22661,-5.57819,0.17303,-0.00745
36.37000,119.97355,29.99349,-5.98793,-5.13557,0.19021,-0.01797
36.38000,120.01465,29.98345,-6.15394,-5.49250,0.18839,-0.03295
36.39000,120.09446,30.06267,-6.44744,-5.06749,0.17287,-0.03377
36.40000,119.97288,29.95400,-6.12877,-5.21429,0.19266,-0.05513
36.41000,119.98006,29.98150,-6.24513,-5.19715,0.18582,-0.04505
36.42000,120.08717,29.99901,-6.19824,-4.96531,0.18038,-0.02987
36.43000,120.02498,29.95908,-6.26669,-4.95485,0.19366,-0.01261
36.44000,120.08205,29.87622,-6.22451,-4.96850,0.17637,-0.02449
36.45000,120.12224,29.79362,-6.15607,-4.62303,0.20754,-0.01801
36.46000,120.08572,29.95344,-6.49359,-4.73501,0.18851,-0.01444
36.47000,120.21835,29.93384,-6.57434,-4.93874,0.18218,-0.02012
36.48000,120.06322,29.70003,-6.60646,-4.66041,0.17731,-0.00453
36.49000,119.96834,30.09044,-6.55316,-4.69843,0.18662,-0.03075
36.50000,120.05040,30.01151,-6.44209,-4.65307,0.18989,-0.03221
36.51000,120.07323,30.14496,-6.24924,-4.72131,0.19166,-0.03924
36.52000,120.12066,30.04984,-6.37908,-4.42161,0.20523,-0.02000
36.53000,120.00237,30.00065,-6.67390,-4.64249,0.18537,-0.02047
36.54000,120.01825,29.97735,-6.41073,-4.35078,0.19716,0.00001
36.55000,120.17711,29.97275,-6.55325,-4.47749,0.19828,-0.02568
36.56000,120.12073,29.99561,-6.78170,-4.47761,0.19680,-0.00527
36.57000,119.96515,29.91063,-6.42028,-4.60148,0.17624,-0.01549
36.58000,120.10358,29.71424,-6.81393,-4.32908,0.19450,-0.01542
36.59000,119.97449,29.86841,-6.53924,-4.28548,0.20453,-0.00046
36.60000,119.94187,29.93757,-6.49671,-4.66455,0.17826,-0.00760
36.61000,120.10314,29.94585,-7.04933,-4.21888,0.21174,-0.00786
36.62000,120.07309,30.09612,-6.96936,-4.11822,0.18048,-0.01635
36.63000,120.02287,29.90830,-6.62267,-3.87313,0.18653,-0.01223
36.64000,120.01829,30.04940,-6.69443,-4.12420,0.18891,0.00628
36.65000,120.05503,29.86539,-6.85861,-4.17447,0.20236,-0.01476
36.66000,119.96172,29.83300,-7.09225,-4.02281,0.20622,0.01640
36.67000,119.92736,29.87737,-7.11992,-4.13857,0.17058,-0.02830
36.68000,119.96879,29.84808,-7.14150,-3.91439,0.20196,0.01121
36.69000,119.93388,29.97007,-7.03367,-3.91957,0.22225,0.00473
36.70000,119.98742,29.89191,-6.70711,-3.64768,0.18751,-0.00101
36.71000,120.11811,29.87066,-7.07977,-3.87362,0.20078,0.01586
36.72000,119.99412,29.89756,-6.93919,-3.59371,0.18541,0.00351
36.73000,120.02063,29.98225,-7.17484,-3.61024,0.19185,0.00005
36.74000,120.03565,30.05027,-7.00246,-3.66753,0.18792,-0.00320
36.75000,119.94014,29.95502,-6.87253,-3.84516,0.19403,-0.01394
36.76000,120.14773,29.94413,-7.29702,-3.44823,0.19278,0.01450
36.77000,120.17003,29.89791,-7.04829,-3.52435,0.20018,0.00789
36.78000,119.98767,29.87003,-7.48820,-3.45892,0.19317,-0.00883
36.79000,120.00326,29.97848,-6.98995,-3.10970,0.19587,-0.00466
36.80000,120.11578,29.98554,-7.13189,-2.97951,0.20145,-0.01039
36.81000,119.94013,29.98029,-7.27731,-3.28138,0.19185,0.00435
36.82000,120.12048,29.93395,-7.30953,-2.94079,0.21869,0.01709
36.83000,120.22375,29.81139,-7.37868,-3.52320,0.21341,0.00216
36.84000,120.08282,29.94345,-7.46337,-3.10534,0.19389,0.02239
36.85000,120.01368,29.87257,-7.21767,-3.18479,0.19154,0.00020
36.86000,119.97254,30.04629,-7.48761,-3.14986,0.20775,0.00432
36.87000,119.97492,30.00602,-7.06438,-3.17655,0.19135,0.00258
36.88000,120.08640,29.96010,-7.35815,-3.03056,0.19754,-0.00666
36.89000,120.02283,29.97151,-7.39981,-3.22109,0.19565,0.02325
36.90000,119.97726,29.96501,-7.31989,-3.03794,0.17286,0.01377
36.91000,120.06052,29.90050,-7.47764,-2.83644,0.21675,0.00501
36.92000,120.17315,30.01653,-7.50361,-3.07401,0.21219,0.02590
36.93000,120.13717,29.89665,-7.52807,-2.76230,0.21889,-0.01899
36.94000,119.94332,29.94465,-7.36400,-2.87344,0.21292,0.00815
36.95000,119.97910,29.99511,-7.56353,-2.52706,0.18770,0.01626
36.96000,120.27093,30.01381,-7.79369,-2.67638,0.18397,0.00025
36.97000,120.01083,30.02729,-7.56729,-2.47037,0.20061,0.00737
36.98000,119.97835,30.08318,-7.41633,-2.48613,0.19759,0.04817
36.99000,119.98295,29.90190,-7.88297,-2.58249,0.22303,0.02071
37.00000,119.91429,30.00993,-7.67667,-2.58342,0.19964,0.01129
37.01000,120.10922,29.88432,-7.66612,-2.38192,0.21026,0.03988
37.02000,120.10230,30.05812,-7.89730,-2.29143,0.21312,0.02364
37.03000,119.97537,29.89430,-7.58600,-2.18655,0.20775,0.02967
37.04000,120.11511,30.00310,-7.68732,-1.86265,0.21376,0.01909
37.05000,119.91752,29.94195,-7.68734,-2.32074,0.21770,0.00826
37.06000,120.16561,29.99582,-7.72852,-2.12327,0.20088,0.04129
37.07000,119.99485,29.85116,-7.78422,-2.17192,0.21045,0.04561
37.08000,120.10338,29.86451,-7.82156,-1.99086,0.20540,0.02572
37.09000,119.97078,29.97504,-7.55503,-1.99363,0.21860,0.03506
37.10000,119.79704,30.01892,-7.79719,-1.83885,0.18108,0.01019
37.11000,119.96294,29.98195,-7.67063,-2.10039,0.22341,0.04313
37.12000,119.96039,29.78270,-7.91512,-1.69883,0.19861,0.02612
37.13000,120.00371,30.03169,-7.82535,-1.62486,0.19192,0.04091
37.14000,120.01486,29.99476,-7.72296,-1.80090,0.20329,0.03003
37.15000,119.99945,29.92362,-8.06774,-1.68743,0.20816,0.01068
37.16000,120.10498,29.89049,-7.67717,-1.49449,0.21061,0.01643
37.17000,120.03790,30.07972,-7.59304,-1.66010,0.20068,0.04358
37.18000,120.03469,29.88066,-8.21200,-1.75958,0.20171,0.04438
37.19000,119.97597,29.97441,-8.03032,-1.35728,0.20246,0.03915
37.20000,119.95650,29.96702,-7.65160,-1.67755,0.19981,0.00832
37.21000,119.98064,29.90609,-8.06800,-1.06469,0.20489,0.02072
37.22000,119.99830,29.87881,-8.01588,-1.51305,0.20172,0.03371
37.23000,120.13112,29.90716,-7.67102,-1.41893,0.17088,0.04583
37.24000,119.86806,29.97859,-7.75099,-1.38673,0.18179,0.01946
37.25000,120.02758,29.82769,-7.81900,-1.30330,0.18515,0.03304
37.26000,119.98391,29.99022,-8.06087,-1.36884,0.22333,0.04893
37.27000,120.03799,29.89804,-7.75416,-1.31240,0.20814,0.01660
37.28000,119.92981,29.84770,-7.74955,-0.71904,0.19480,0.01145
37.29000,120.01061,30.04401,-7.60857,-0.98065,0.18898,0.02081
37.30000,120.00487,29.89479,-7.91373,-0.85712,0.19518,0.02998
37.31000,119.93920,29.92642,-8.12213,-0.83193,0.20308,0.04538
37.32000,119.96430,30.02854,-7.93530,-0.77127,0.20164,0.04063
37.33000,120.04140,29.92413,-7.93835,-0.98976,0.19583,0.04100
37.34000,120.08052,29.91871,-7.96522,-1.10644,0.21381,0.03516
37.35000,119.97184,30.05293,-8.25964,-0.69951,0.17853,0.02794
37.36000,119.90403,29.86333,-7.99176,-0.51195,0.16712,0.03789
37.37000,119.98115,29.79372,-7.78853,-0.64629,0.20278,0.07232
37.38000,119.97469,29.87859,-7.91064,-0.60429,0.16189,0.05022
37.39000,119.90356,29.90420,-8.09150,-0.70788,0.22498,0.06266
37.40000,120.04731,30.04138,-8.24507,-0.57308,0.19760,0.05052
37.41000,119.89602,29.99244,-8.07815,-0.46610,0.18647,0.06766
37.42000,120.07913,29.95823,-8.03473,-0.32594,0.20311,0.04514
37.43000,120.10417,29.92371,-7.94001,-0.29895,0.19356,0.04088
37.44000,119.97981,30.01936,-8.15148,-0.46407,0.18329,0.05817
37.45000,120.05003,29.98954,-7.99953,-0.11495,0.20759,0.03752
37.46000,119.96179,29.90051,-8.10683,0.05111,0.21270,0.05449
37.47000,119.97399,29.78778,-7.82860,-0.28519,0.20513,0.03353
37.48000,120.11517,29.96571,-7.89406,-0.11816,0.20638,0.06958
37.49000,119.92936,30.08809,-8.02909,-0.00400,0.21250,0.04611
37.50000,120.06123,29.92575,-7.97908,0.00640,0.17628,0.06521
37.51000,120.04182,29.88194,-7.83980,-0.14248,0.21565,0.05722
37.52000,119.98072,29.98897,-7.74619,0.11651,0.18451,0.06569
37.53000,119.85950,29.88398,-7.93861,0.13888,0.20215,0.07622
37.54000,120.03050,29.98943,-8.13444,0.09954,0.20219,0.05537
37.55000,120.06000,29.85436,-8.13677,0.46021,0.17170,0.05838
37.56000,119.90879,30.10744,-7.98262,0.54418,0.19655,0.05899
37.57000,120.18461,29.82339,-8.11081,0.37147,0.20240,0.07421
37.58000,119.95417,29.91874,-8.11700,0.25983,0.20100,0.05890
37.59000,119.88194,29.97266,-7.90598,0.43135,0.17094,0.05847
37.60000,119.95340,30.05715,-7.79960,0.35575,0.18508,0.05402
37.61000,120.11901,29.84180,-8.09078,0.55296,0.19869,0.05344
37.62000,119.96549,29.93312,-7.76677,0.51119,0.18977,0.04978
37.63000,120.06542,30.06284,-8.16154,0.68190,0.18572,0.04953
37.64000,120.09268,30.03740,-7.95838,0.55639,0.18860,0.06845
37.65000,120.08535,29.96961,-7.91424,0.83088,0.20060,0.06454
37.66000,120.01823,29.93347,-7.84504,0.90113,0.20428,0.06398
37.67000,119.95048,30.01089,-8.23365,1.03872,0.19702,0.07048
37.68000,120.01347,30.05373,-8.00952,1.03295,0.19363,0.04668
37.69000,119.96828,29.99860,-7.88319,0.74398,0.18498,0.07178
37.70000,119.99719,29.82697,-8.09575,1.01234,0.18992,0.07738
37.71000,120.04031,29.96301,-8.03044,1.07553,0.19248,0.06223
37.72000,119.97604,29.91350,-7.91473,0.96166,0.18057,0.05639
37.73000,119.80713,30.08406,-8.05251,1.27712,0.18702,0.05993
37.74000,119.99935,30.13206,-7.79605,1.04725,0.19130,0.06306
37.75000,119.89765,29.96734,-7.89342,1.08112,0.19143,0.06719
37.76000,119.97218,29.98545,-7.87525,1.11945,0.18064,0.07360
37.77000,119.97925,29.87092,-8.14377,1.25206,0.19869,0.08068
37.78000,120.04535,29.88113,-7.98684,1.17830,0.20789,0.07476
37.79000,119.89428,29.99207,-7.80416,1.40172,0.19464,0.09782
37.80000,120.06027,29.85002,-8.15978,1.48348,0.19430,0.07621
